20780 25016 31326 34172 36164;18704.336;36170.567
20387 20621 21906 22003 22783 23020 23078 23215 24441 24751 25434 25733 26904 27415 28741 29081 29805 29873 31068 32283 33044 33814 34188 34264 34650 35033 36240 36325 36340 36641 36790 36849 38496 39387 39895;22614.063499999997;41255.356499999994
2547 2668 8247 14320 17712 19119;24585.766499999998;25294.0305
1550 5546 5773 16111;26398.867;21179.701
25028 27900 29486 30311 36377 38434;35398.7125;43660.684
6811 10919 11712;23102.871;17021.595
22514 23406 26904 28895 32241 33947 37166;22567.815499999997;41346.713
10100 10574 16861;18731.644;22350.5305
21635 26435 28630 35883;21699.0415;40697.242
5374 12733 16632 17145;18749.597999999998;26790.605
20578 22276 23081 26681 29624 35758;29890.4625;44035.1935
21476 26100 29421 34920 35784;26931.2305;39472.1045
9852 12612 19556;22770.542999999998;21008.453
8313 10114 17987 19911;35084.138000000006;13619.825
9604 19047 19535 19917;20466.974000000002;20632.697500000002
20446 24645 27610 31116 36473;20476.884;42118.793999999994
26510 27962 29302;24270.355000000003;39761.8555
24228 24886 26518 30935 35145 35521 36690 37622 38104 38343 39870;18549.925499999998;46678.711500000005
8084 17047 19326;21866.199500000002;23616.1305
36196 36738 39736 39974;36431.657999999996;44718.49
3999 5192 12617 13282 15301;24775.335;20442.123
3987 6180 9532 11578 11774 12063 12271 12572 13513 14290 17465 17693 17731;25523.239;21605.607
24228 24886 26518 30935 31732 35145 35521 37622 38104 38343 39870;18549.925499999998;46662.1845
1814 12422 19002;21329.110500000003;25141.359
23819 28268 33288 34585;27961.134;32965.543999999994
1120 8041 12166 14530;27083.2085;20824.4205
24596 26142 34553 37134 38949;22530.597;35046.911
607 7624 13643;17555.381;27765.6175
24459 31429 37784;20252.759;36058.7465
440 2934 4111 6393 8179 8430;19542.2335;20655.1155
23009 32014 33638 38664;25874.595999999998;38165.8255
23085 24584 36509;21646.4225;37790.702000000005
17366 17748 18043;23264.557999999997;22729.885499999997
9428 13615 17051 17264 17612 18014 18720;23505.6725;19709.877500000002
2763 3813 10052 12375;27156.4195;16399.281499999997
24514 29589 29979 34129 39832;25452.663;38764.3825
27722 28047 31308 32395 35707;25181.489;37833.3735
6753 7432 8649 18729;28258.5635;20594.593
21409 25618 34580;23909.517;42080.8
8493 9454 10764 15374;32014.6405;13802.5295
20744 26635 26998 31603;26614.5855;41522.075
1348 12798 13911;26189.7485;20974.591500000002
22366 26550 27204 32368 33024 39369;26796.118000000002;42535.6265
27635 29268 34605;30207.2005;34730.8165
486 7647 12921 13977;19690.546000000002;22292.588
22129 26137 30201 37184;26790.084000000003;39789.2515
486 2267 4163 13977;19620.1405;22321.0565
102 7006 8740 9825 14556 16568;17840.7235;22287.836499999998
1029 11758 13731 13926 16965;28095.108;13349.26
1572 6117 7682 9975 14364;28016.154499999997;13174.153999999999
30452 33572 38791;32386.216500000002;46783.4925
297 2122 2224 4786 6153 9191 9390 10130 10639 11492 12178 12759 13909;23855.8125;21485.21
1958 2270 4213 18608;21869.057500000003;17407.5935
3653 15497 17456;22062.7325;21364.254
10509 10556 11564;21771.3665;23501.2875
1181 6638 8679 16693;21078.112;22025.301
3441 5488 10814;22275.809;25550.953999999998
2478 5399 5488 9004 15725;22340.699500000002;25622.129
25132 27185 29658 30752 31154 34569 35306 35659 35921 36455 37785 37805 38915;20121.607;39224.5395
29490 30010 35057 37197;27669.418;42873.6835
15649 19542 19850;17365.629999999997;24165.8645
30789 34609 38174 38664 39737;25877.622;38258.5015
20329 20825 21604 23640 23658 24202 27338 27741 28105 29416 29614 30153 30521 31764 31800 31838 34168 34549 36791 37434 37544 37624 38995 39277 39562;23112.569;39435.678
21000 26742 29391 32686 33563 34450 39154;22938.065000000002;39088.495500000005
6846 11121 11246 12647 17991;16157.4375;20104.467
30235 33095 33218;21459.8625;39974.789000000004
10570 13547 13737;17059.104;24095.164
20297 22122 22224 24786 26153 29191 29390 30130 31492 32178 32759 33909 34111;23855.8125;40646.8185
868 7651 14230;17036.41;24840.8665
1138 4568 6301 7346;16097.654999999999;20251.6795
23632 24368 38797;24104.713;33550.076
1573 2534 19823;25609.081;22960.4965
7246 12956 15466;37003.815;25354.3475
1474 2645 7199;31925.658;26301.125999999997
25879 27587 31597 33339;35945.316999999995;40527.475
329 825 1604 3640 3658 4202 7338 7741 8105 9416 9614 10153 10521 10902 11764 11800 11838 14168 14549 16791 17434 17544 17624 18995 19471 19562;23094.987500000003;20270.504999999997
22601 32027 35406 37296;25712.209499999997;41276.8315
1973 2558 14291;23139.881999999998;16883.539
22272 26498 28386 28631 29797 30935 33579 34934 36690 37622 38104 38343 39548;18476.317000000003;46690.849
24531 27740 29528 31158 39955;28025.621;33026.2135
1290 4864 7134;35529.4095;23277.869
20387 21906 22003 22783 23020 23078 23215 24441 25434 25733 27415 28741 29805 30475 33044 34124 34188 34264 34650 35033 36240 36325 36641 36790 36849 39387 39895;22633.413;41246.088
7000 13363 16261;26985.495499999997;16429.4925
777 2148 5970 8388;32608.949;19862.088
1803 7074 13393 17398;19234.493;27361.949
387 621 1906 2003 2095 3020 3078 3215 4441 5434 5733 6766 6904 7415 7929 9873 10475 13044 13814 14188 14264 16325 16340 16790 16849 18496 19895;22635.648;22109.989
514 3671 6950 11788;27195.635000000002;19980.699
13303 18301 18624;22891.7755;18405.035499999998
3114 3947 4281 12036;30914.024;14822.949499999999
14639 16104 18765;26724.7965;20829.540999999997
6647 6740 8451 8801;19053.248;27755.216500000002
2942 5358 10061 15049 17423 17626;31666.028;20970.313
