0	3	3675 4656 10501 10984
0	3	2069 10553 13112 13493
0	3	7288 10553 13112 13493
0	3	621 6904 9873 18496
0	3	621 9873 13814 18496
0	3	2783 9805 15033 19387
0	3	3512 6337 12427 14404 16044
0	3	3215 5434 10475 14188
0	3	3158 5032 6691 12197
0	3	4574 5032 6691 7530
0	3	6768 10361 11201 17055
0	3	4202 7338 11838 14168
0	3	297 2122 2224 13909
0	3	11774 12063 12271 17731
0	3	2087 2450 3749 5424
0	3	578 3081 6681 9624
0	3	3288 4424 6155 11662
1	4	3675 4656 10501 10984
1	4	2069 10553 13112 13493
1	4	7288 10553 13112 13493
1	4	1851 4105 10883 19624
1	4	621 6904 9873 18496
1	4	2783 9805 15033 19387
1	4	3512 6337 12427 14404 16044
1	4	3215 5434 10475 14188
1	4	3158 5032 6691 12197
1	4	4574 5032 6691 7530
1	4	6768 10361 11201 17055
1	4	4202 7338 11838 14168
1	4	297 2122 2224 13909
1	4	11774 12063 12271 17731
1	4	2087 2450 3749 5424
1	4	578 3081 6681 9624
1	4	3288 4424 6155 11662
2	5	2069 10553 13112 13493
2	5	7288 10553 13112 13493
2	5	621 6904 9873 18496
2	5	2783 9805 15033 19387
2	5	3512 6337 12427 14404 16044
2	5	3158 5032 6691 12197
2	5	3215 5434 10475 14188
2	5	4574 5032 6691 7530
2	5	4202 7338 11838 14168
2	5	1099 11797 13110 19769
2	5	297 2122 2224 13909
2	5	11774 12063 12271 17731
2	5	11578 12063 12271 17465
2	5	2087 2450 3749 5424
2	5	578 3081 6681 9624
2	5	3288 4424 6155 11662
3	6	3607 11379 19685 19951
3	6	2069 10553 13112 13493
3	6	7288 10553 13112 13493
3	6	621 6904 9873 18496
3	6	2783 9805 15033 19387
3	6	3512 6337 12427 14404 16044
3	6	2003 5733 13044 19895
3	6	3158 5032 6691 12197
3	6	3215 5434 10475 14188
3	6	4574 5032 6691 7530
3	6	3078 5733 13044 19895
3	6	4202 7338 11838 14168
3	6	1099 11797 13110 19769
3	6	297 2122 2224 13909
3	6	11774 12063 12271 17731
3	6	11578 11774 12063 12271
3	6	11774 12063 12271 17465
3	6	11578 12063 12271 17465
3	6	578 3081 6681 9624
3	6	3288 4424 6155 11662
4	7	3607 11379 19685 19951
4	7	2069 10553 13112 13493
4	7	621 6904 9873 18496
4	7	2783 9805 15033 19387
4	7	3512 6337 12427 14404 16044
4	7	2003 3020 13044 19895
4	7	3020 5733 13044 19895
4	7	3158 5032 6691 12197
4	7	3215 5434 10475 14188
4	7	4574 5032 6691 7530
4	7	3078 5733 13044 19895
4	7	4202 7338 11838 14168
4	7	1099 11797 13110 19769
4	7	11578 11774 12063 12271 17731
4	7	11774 12063 12271 17465 17731
4	7	11578 11774 12063 12271 17465
4	7	578 3081 6681 9624
4	7	3288 4424 6155 11662
5	8	3607 11379 19685 19951
5	8	621 6904 9873 18496
5	8	621 9873 13814 16340
5	8	2783 15033 16849 19387
5	8	2783 9805 15033 19387
5	8	2783 9805 16849 19387
5	8	3512 6337 12427 14404 16044
5	8	2003 3020 13044 19895
5	8	3020 5733 13044 19895
5	8	3158 5032 6691 12197
5	8	4574 5032 6691 7530
5	8	3215 5434 10475 14188
5	8	3078 5733 13044 19895
5	8	4202 7338 11838 14168
5	8	1099 11797 13110 19769
5	8	11578 11774 12063 12271 17465 17731
5	8	578 3081 6681 9624
5	8	3288 4424 6155 11662
6	9	3607 11379 19685 19951
6	9	621 6904 9873 18496
6	9	621 9873 16340 18496
6	9	621 9873 13814 16340
6	9	621 6766 13814 16340
6	9	2783 15033 16849 19387
6	9	2783 9805 15033 19387
6	9	2783 9805 16849 19387
6	9	3512 6337 12427 14404 16044
6	9	2003 3020 13044 19895
6	9	3158 5032 6691 12197
6	9	4574 5032 6691 7530
6	9	3215 5434 10475 14188
6	9	4202 7338 11838 14168
6	9	1099 11797 13110 19769
6	9	8941 14286 16367 18602
6	9	11578 11774 12063 12271 17465 17731
6	9	578 3081 6681 9624
6	9	3288 4424 6155 11662
7	10	3607 11379 19685 19951
7	10	621 6904 9873 16340 18496
7	10	621 9873 13814 16340
7	10	621 6766 13814 16340
7	10	2783 15033 16849 19387
7	10	2783 9805 15033 19387
7	10	3512 6337 12427 14404 16044
7	10	2003 3020 13044 19895
7	10	3158 5032 6691 12197
7	10	4574 5032 6691 7530
7	10	3215 5434 10475 14188
7	10	4202 7338 11838 14168
7	10	1099 11797 13110 19769
7	10	8941 14286 16367 18602
7	10	11578 11774 12063 12271 17465 17731
7	10	11578 12063 14290 17693
7	10	1414 2537 18732 19570
7	10	578 3081 6681 9624
7	10	3288 4424 6155 11662
